"No.","Time","Source","Destination","Protocol","Length","Info"
"16736","83.783403277","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=4037 Ack=22208 Win=65535 Len=0"
"16737","83.783047823","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"16738","83.783498256","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=4037 Ack=22281 Win=65535 Len=0"
"16739","83.953518490","10.0.2.15","192.168.14.1","DNS","100","Standard query 0x6fcb A clientservices.googleapis.com OPT"
"16740","83.953756504","10.0.2.15","192.168.14.1","DNS","100","Standard query 0xdd66 HTTPS clientservices.googleapis.com OPT"
"16741","83.956710455","192.168.14.1","10.0.2.15","DNS","116","Standard query response 0x6fcb A clientservices.googleapis.com A 172.217.22.3 OPT"
"16742","83.961813443","192.168.14.1","10.0.2.15","DNS","160","Standard query response 0xdd66 HTTPS clientservices.googleapis.com SOA ns1.google.com OPT"
"16743","83.963682392","10.0.2.15","172.217.22.3","QUIC","1292","Initial, DCID=e4543f7a1e491892, PKN: 1, PING, PING, PADDING, PING, PING, CRYPTO, PING, PADDING, PING, PADDING, PING, PING, PADDING, CRYPTO"
"16744","83.964524989","10.0.2.15","172.217.22.3","QUIC","121","0-RTT, DCID=e4543f7a1e491892"
"16745","83.964858052","10.0.2.15","172.217.22.3","QUIC","406","0-RTT, DCID=e4543f7a1e491892"
"16746","83.995060412","172.217.22.3","10.0.2.15","QUIC","1292","Initial, SCID=e4543f7a1e491892, PKN: 1, ACK, PADDING"
"16747","84.003728128","10.0.2.15","172.217.22.3","QUIC","1292","Initial, DCID=e4543f7a1e491892, PKN: 5, PADDING, PING, PADDING"
"16748","84.010012937","172.217.22.3","10.0.2.15","QUIC","1292","Initial, SCID=e4543f7a1e491892, PKN: 2, ACK, PADDING"
"16749","84.041158112","172.217.22.3","10.0.2.15","QUIC","1292","Protected Payload (KP0)"
"16750","84.041382590","172.217.22.3","10.0.2.15","QUIC","852","Protected Payload (KP0)"
"16751","84.041613705","172.217.22.3","10.0.2.15","QUIC","226","Protected Payload (KP0)"
"16752","84.041747912","10.0.2.15","172.217.22.3","QUIC","120","Handshake, DCID=e4543f7a1e491892"
"16753","84.041804622","172.217.22.3","10.0.2.15","QUIC","66","Protected Payload (KP0)"
"16754","84.041887848","10.0.2.15","172.217.22.3","QUIC","73","Protected Payload (KP0), DCID=e4543f7a1e491892"
"16755","84.047172415","172.217.22.3","10.0.2.15","QUIC","162","Protected Payload (KP0)"
"16756","84.047415287","10.0.2.15","172.217.22.3","QUIC","73","Protected Payload (KP0), DCID=e4543f7a1e491892"
"16757","84.047525536","172.217.22.3","10.0.2.15","QUIC","64","Protected Payload (KP0)"
"16758","84.075359469","10.0.2.15","172.217.22.3","QUIC","74","Protected Payload (KP0), DCID=e4543f7a1e491892"
"16759","84.082703136","172.217.22.3","10.0.2.15","QUIC","64","Protected Payload (KP0)"
"16760","84.084049672","10.0.2.15","172.217.22.3","QUIC","75","Protected Payload (KP0), DCID=e4543f7a1e491892"
"16761","84.134243267","172.217.22.3","10.0.2.15","QUIC","1288","Protected Payload (KP0)"
